,fold
PMD1605_110_X3585Y513G_img.tif,2
G_PMD2495_G_120_7169_23041_img.tif,3
G_PMD2495_G_120_19457_13825_img.tif,0
PMD1605_140_X513Y7169G_img.tif,1
PMD1605_110_X5633Y1025R_img.tif,2
PMD1605_140_X9217Y9217R_img.tif,3
G_PMD2495_G_60_7681_9729_img.tif,0
G_PMD2495_G_150_2049_10753_img.tif,1
G_PMD2495_G_60_6657_8193_img.tif,2
PTM837_114_513_10753_img.tif,3
G_PMD2495_G_150_15873_13825_img.tif,0
G_PMD2495_G_60_5633_21505_img.tif,1
PMD1605_110_X9729Y1025G_img.tif,2
PTM837_113_6145_2561_img.tif,3
PMD1605_034_X5121Y4097G_img.tif,0
G_PMD2495_G_150_17409_7169_img.tif,1
G_PMD2495_G_120_17921_20993_img.tif,2
PMD1605_140_X1025Y12289G_img.tif,3
G_PMD2495_G_150_20993_9217_img.tif,0
G_PMD2495_G_150_1537_16385_img.tif,1
G_PMD2495_G_150_16897_9217_img.tif,2
PTM837_114_4097_2561_img.tif,3
PTM837_113_3073_3585_img.tif,0
PMD1605_110_X5121Y6657G_img.tif,1
G_PMD2495_G_60_6657_3073_img.tif,2
G_PMD2495_G_150_9729_1537_img.tif,3
G_PMD2495_G_60_10753_2561_img.tif,0
PTM837_114_4097_7681_img.tif,1
G_PMD2495_G_60_13313_5121_img.tif,2
G_PMD2495_G_150_11265_16385_img.tif,3
G_PMD2495_G_120_513_18945_img.tif,0
PMD1605_110_X9729Y513R_img.tif,1
PMD1605_140_X9217Y9729G_img.tif,2
PMD1605_140_X4609Y9217R_img.tif,3
PMD1605_140_X2049Y12801R_img.tif,0
PMD1605_140_X513Y5121R_img.tif,1
G_PMD2495_G_150_16897_21505_img.tif,2
G_PMD2495_G_120_23041_15361_img.tif,3
PMD1605_110_X513Y7169G_img.tif,0
G_PMD2495_G_120_20481_22529_img.tif,1
PTM837_028_3585_9729_img.tif,2
G_PMD2495_G_150_10753_19969_img.tif,3
G_PMD2495_G_150_21505_20993_img.tif,0
PMD1605_110_X8705Y7681G_img.tif,1
G_PMD2495_G_120_18945_20993_img.tif,2
PTM837_027_1537_11777_img.tif,3
G_PMD2495_G_120_1537_22017_img.tif,0
PMD1605_110_X3073Y11265R_img.tif,1
PTM837_114_1025_513_img.tif,2
PMD1605_140_X9729Y3585G_img.tif,3
G_PMD2495_G_150_5121_7169_img.tif,0
PTM837_114_9217_4097_img.tif,1
G_PMD2495_G_120_3585_13313_img.tif,2
G_PMD2495_G_120_7169_6657_img.tif,3
G_PMD2495_G_60_9217_3073_img.tif,0
PTM837_027_513_4097_img.tif,1
G_PMD2495_G_150_2561_13313_img.tif,2
PTM837_114_8705_10241_img.tif,3
G_PMD2495_G_120_8193_22017_img.tif,0
PMD1605_110_X7169Y11777G_img.tif,1
PMD1605_140_X513Y13313R_img.tif,2
PTM837_027_7681_3585_img.tif,3
PTM837_028_6145_10241_img.tif,0
G_PMD2495_G_150_9217_15361_img.tif,1
PMD1605_034_X3073Y4609G_img.tif,2
PMD1605_140_X9729Y8705R_img.tif,3
G_PMD2495_G_120_19457_13313_img.tif,0
G_PMD2495_G_150_15873_14337_img.tif,1
PMD1605_140_X7169Y2049G_img.tif,2
PTM837_027_2561_2561_img.tif,3
G_PMD2495_G_120_23041_3585_img.tif,0
PMD1605_140_X3585Y13313R_img.tif,1
G_PMD2495_G_150_10753_17921_img.tif,2
PTM837_113_9217_11265_img.tif,3
G_PMD2495_G_120_22529_1025_img.tif,0
PTM837_027_1025_11777_img.tif,1
G_PMD2495_G_150_4609_13825_img.tif,2
G_PMD2495_G_60_5633_16897_img.tif,3
PMD1605_140_X8705Y2049R_img.tif,0
G_PMD2495_G_60_7169_16385_img.tif,1
PMD1605_140_X7169Y8193G_img.tif,2
G_PMD2495_G_60_11777_3073_img.tif,3
G_PMD2495_G_120_11265_22529_img.tif,0
G_PMD2495_G_120_17921_7169_img.tif,1
G_PMD2495_G_120_2561_13313_img.tif,2
G_PMD2495_G_150_19457_11777_img.tif,3
PMD1605_110_X6657Y3073R_img.tif,0
G_PMD2495_G_150_3585_9729_img.tif,1
G_PMD2495_G_150_19969_1_img.tif,2
PMD1605_110_X10241Y3073G_img.tif,3
G_PMD2495_G_120_6657_14849_img.tif,0
G_PMD2495_G_120_10241_9729_img.tif,1
PTM837_113_2561_3585_img.tif,2
PMD1605_034_X2049Y3585G_img.tif,3
PMD1605_140_X6145Y513G_img.tif,0
G_PMD2495_G_60_2561_22529_img.tif,1
G_PMD2495_G_60_513_11777_img.tif,2
G_PMD2495_G_120_20481_15873_img.tif,3
PMD1605_140_X1025Y8193G_img.tif,0
G_PMD2495_G_60_13313_9729_img.tif,1
PTM837_028_4097_3073_img.tif,2
G_PMD2495_G_150_14337_11265_img.tif,3
G_PMD2495_G_150_5121_513_img.tif,0
G_PMD2495_G_150_1025_17409_img.tif,1
G_PMD2495_G_150_16897_1537_img.tif,2
G_PMD2495_G_120_5633_1_img.tif,3
G_PMD2495_G_120_12801_2561_img.tif,0
G_PMD2495_G_150_19969_10753_img.tif,1
G_PMD2495_G_120_22529_9217_img.tif,2
G_PMD2495_G_150_5121_9729_img.tif,3
G_PMD2495_G_150_16897_12801_img.tif,0
G_PMD2495_G_120_18433_21505_img.tif,1
G_PMD2495_G_120_6657_16385_img.tif,2
G_PMD2495_G_150_4609_23041_img.tif,3
PTM837_113_7169_1_img.tif,0
G_PMD2495_G_60_13313_23041_img.tif,1
PTM837_114_4097_4097_img.tif,2
PMD1605_140_X2561Y5633R_img.tif,3
G_PMD2495_G_120_9729_10753_img.tif,0
G_PMD2495_G_120_6657_4097_img.tif,1
G_PMD2495_G_120_23041_8705_img.tif,2
G_PMD2495_G_150_18433_14337_img.tif,3
G_PMD2495_G_120_3073_14849_img.tif,0
G_PMD2495_G_150_12801_18433_img.tif,1
PMD1605_140_X3585Y2049R_img.tif,2
G_PMD2495_G_120_11777_14337_img.tif,3
PMD1605_110_X3073Y2561G_img.tif,0
PTM837_113_3585_1537_img.tif,1
PTM837_028_7681_7169_img.tif,2
G_PMD2495_G_60_7169_513_img.tif,3
PMD1605_110_X10241Y11777G_img.tif,0
PTM837_113_3073_8193_img.tif,1
G_PMD2495_G_120_6657_20993_img.tif,2
G_PMD2495_G_120_13313_14337_img.tif,3
PTM837_114_4609_10753_img.tif,0
G_PMD2495_G_120_12289_15873_img.tif,1
G_PMD2495_G_120_2049_3585_img.tif,2
PTM837_027_9217_5633_img.tif,3
PMD1605_110_X9729Y9217G_img.tif,0
G_PMD2495_G_120_14849_1025_img.tif,1
G_PMD2495_G_120_10753_14849_img.tif,2
G_PMD2495_G_120_1_10753_img.tif,3
G_PMD2495_G_150_15873_3073_img.tif,0
PMD1605_110_X1Y2561G_img.tif,1
G_PMD2495_G_150_9217_19969_img.tif,2
G_PMD2495_G_120_5121_5633_img.tif,3
G_PMD2495_G_120_1025_513_img.tif,0
PMD1605_140_X513Y10241G_img.tif,1
PTM837_028_3585_2049_img.tif,2
PMD1605_140_X5121Y12801G_img.tif,3
G_PMD2495_G_150_5121_23041_img.tif,0
PMD1605_140_X1Y12289G_img.tif,1
G_PMD2495_G_150_1_5121_img.tif,2
G_PMD2495_G_150_3073_8193_img.tif,3
G_PMD2495_G_150_23041_5633_img.tif,0
PTM837_114_3585_12289_img.tif,1
G_PMD2495_G_120_23041_6657_img.tif,2
G_PMD2495_G_60_1025_8705_img.tif,3
PMD1605_110_X9217Y7681G_img.tif,0
G_PMD2495_G_120_11265_4097_img.tif,1
G_PMD2495_G_120_22529_23041_img.tif,2
G_PMD2495_G_120_14337_8193_img.tif,3
G_PMD2495_G_60_8705_19969_img.tif,0
PTM837_028_5633_11777_img.tif,1
PMD1605_110_X7169Y4097R_img.tif,2
G_PMD2495_G_120_14337_20993_img.tif,3
G_PMD2495_G_120_4097_18433_img.tif,0
PTM837_114_5121_12801_img.tif,1
G_PMD2495_G_60_10753_14337_img.tif,2
G_PMD2495_G_60_2561_11265_img.tif,3
G_PMD2495_G_150_11265_15361_img.tif,0
G_PMD2495_G_150_8193_20993_img.tif,1
G_PMD2495_G_150_4097_3585_img.tif,2
PTM837_028_5633_2561_img.tif,3
G_PMD2495_G_120_5633_6145_img.tif,0
G_PMD2495_G_150_14849_19969_img.tif,1
G_PMD2495_G_150_8193_21505_img.tif,2
PMD1605_110_X6657Y5633R_img.tif,3
PTM837_114_1_2561_img.tif,0
PTM837_114_7169_6145_img.tif,1
G_PMD2495_G_60_11265_11265_img.tif,2
G_PMD2495_G_60_12801_5121_img.tif,3
G_PMD2495_G_150_15361_5121_img.tif,0
G_PMD2495_G_60_1025_16897_img.tif,1
G_PMD2495_G_60_1025_2049_img.tif,2
PMD1605_110_X4609Y2049R_img.tif,3
PMD1605_140_X9217Y10241R_img.tif,0
PMD1605_140_X8705Y5121R_img.tif,1
G_PMD2495_G_150_12801_19969_img.tif,2
PMD1605_110_X1Y11265G_img.tif,3
PTM837_114_4609_10241_img.tif,0
G_PMD2495_G_120_21505_513_img.tif,1
PTM837_113_2561_11265_img.tif,2
G_PMD2495_G_150_1025_6145_img.tif,3
PTM837_114_4097_5633_img.tif,0
PTM837_028_4609_1025_img.tif,1
G_PMD2495_G_150_5121_19969_img.tif,2
G_PMD2495_G_60_4609_17921_img.tif,3
G_PMD2495_G_150_18945_17921_img.tif,0
G_PMD2495_G_150_13313_11777_img.tif,1
G_PMD2495_G_60_2561_6657_img.tif,2
PTM837_114_7681_6657_img.tif,3
PMD1605_034_X8705Y9729G_img.tif,0
G_PMD2495_G_150_7169_1_img.tif,1
G_PMD2495_G_150_8193_4097_img.tif,2
PTM837_028_7681_6657_img.tif,3
PMD1605_110_X8193Y4609G_img.tif,0
G_PMD2495_G_150_12801_5633_img.tif,1
PTM837_028_1025_8705_img.tif,2
PTM837_027_4609_513_img.tif,3
PMD1605_034_X8705Y2049G_img.tif,0
G_PMD2495_G_120_6657_1025_img.tif,1
G_PMD2495_G_150_14849_17409_img.tif,2
PMD1605_140_X8193Y5633R_img.tif,3
G_PMD2495_G_150_2561_16385_img.tif,0
PMD1605_110_X10241Y6657R_img.tif,1
G_PMD2495_G_150_14337_1_img.tif,2
PMD1605_110_X2049Y8193G_img.tif,3
G_PMD2495_G_120_23041_4097_img.tif,0
G_PMD2495_G_120_7169_4097_img.tif,1
PMD1605_110_X6657Y9729R_img.tif,2
G_PMD2495_G_120_15873_5633_img.tif,3
PMD1605_034_X4097Y6145G_img.tif,0
G_PMD2495_G_150_6657_10753_img.tif,1
G_PMD2495_G_150_8705_15873_img.tif,2
G_PMD2495_G_120_17409_2049_img.tif,3
PMD1605_110_X4097Y7169R_img.tif,0
G_PMD2495_G_60_10241_20481_img.tif,1
G_PMD2495_G_60_2561_10753_img.tif,2
G_PMD2495_G_150_1537_11777_img.tif,3
PTM837_027_1025_9217_img.tif,0
PTM837_028_1025_5633_img.tif,1
G_PMD2495_G_120_19457_1025_img.tif,2
PTM837_114_6145_12289_img.tif,3
G_PMD2495_G_150_7681_3585_img.tif,0
PTM837_027_4097_1_img.tif,1
PMD1605_140_X9217Y4609R_img.tif,2
G_PMD2495_G_120_4097_18945_img.tif,3
PMD1605_140_X7681Y3073G_img.tif,0
G_PMD2495_G_150_1537_7169_img.tif,1
G_PMD2495_G_120_13825_9729_img.tif,2
G_PMD2495_G_60_13825_14849_img.tif,3
PMD1605_140_X8705Y11265R_img.tif,0
G_PMD2495_G_60_11777_17409_img.tif,1
PTM837_114_5633_1_img.tif,2
PTM837_027_7681_1537_img.tif,3
G_PMD2495_G_120_16897_11777_img.tif,0
G_PMD2495_G_120_2049_2049_img.tif,1
PTM837_113_4097_10241_img.tif,2
G_PMD2495_G_60_12289_513_img.tif,3
G_PMD2495_G_150_20481_2561_img.tif,0
PMD1605_140_X1537Y13313G_img.tif,1
PTM837_113_3073_3073_img.tif,2
PTM837_027_6657_8705_img.tif,3
PTM837_113_1025_12289_img.tif,0
PMD1605_034_X1025Y8193G_img.tif,1
G_PMD2495_G_150_20481_8193_img.tif,2
G_PMD2495_G_120_22017_14849_img.tif,3
PTM837_114_6145_1537_img.tif,0
PMD1605_140_X5633Y9217G_img.tif,1
PMD1605_140_X7169Y7169R_img.tif,2
G_PMD2495_G_120_19457_4097_img.tif,3
PMD1605_140_X1025Y1537G_img.tif,0
PMD1605_110_X3585Y7169R_img.tif,1
PMD1605_140_X6145Y4609R_img.tif,2
G_PMD2495_G_60_3073_14849_img.tif,3
G_PMD2495_G_120_16385_10753_img.tif,0
G_PMD2495_G_150_11265_6145_img.tif,1
G_PMD2495_G_60_2049_5121_img.tif,2
PTM837_114_6657_5121_img.tif,3
G_PMD2495_G_150_12289_16385_img.tif,0
PTM837_027_6145_4609_img.tif,1
PMD1605_110_X10241Y3073R_img.tif,2
G_PMD2495_G_150_14337_8705_img.tif,3
G_PMD2495_G_60_7681_19457_img.tif,0
G_PMD2495_G_150_2049_15873_img.tif,1
G_PMD2495_G_60_13313_22017_img.tif,2
G_PMD2495_G_60_2049_2049_img.tif,3
G_PMD2495_G_150_1537_8705_img.tif,0
PMD1605_140_X6145Y3585G_img.tif,1
G_PMD2495_G_120_1025_11777_img.tif,2
G_PMD2495_G_150_18945_1025_img.tif,3
PMD1605_110_X7169Y4609R_img.tif,0
PMD1605_110_X9217Y2049R_img.tif,1
G_PMD2495_G_120_12289_22529_img.tif,2
PMD1605_110_X4097Y9729G_img.tif,3
G_PMD2495_G_60_6657_21505_img.tif,0
G_PMD2495_G_150_16897_4609_img.tif,1
G_PMD2495_G_120_21505_15361_img.tif,2
PTM837_028_1025_3073_img.tif,3
G_PMD2495_G_120_18433_23041_img.tif,0
G_PMD2495_G_150_6657_14849_img.tif,1
G_PMD2495_G_60_7681_5121_img.tif,2
G_PMD2495_G_60_9729_21505_img.tif,3
PMD1605_140_X2049Y10241R_img.tif,0
G_PMD2495_G_60_3585_20993_img.tif,1
PMD1605_140_X4609Y5121G_img.tif,2
G_PMD2495_G_120_15361_20481_img.tif,3
G_PMD2495_G_120_22529_16385_img.tif,0
PMD1605_140_X3585Y11265R_img.tif,1
G_PMD2495_G_150_5121_20993_img.tif,2
G_PMD2495_G_120_11777_10753_img.tif,3
PTM837_027_1_3585_img.tif,0
PTM837_027_9217_8193_img.tif,1
G_PMD2495_G_60_1025_19457_img.tif,2
G_PMD2495_G_150_4097_2561_img.tif,3
G_PMD2495_G_150_15361_17921_img.tif,0
PMD1605_110_X3073Y10753G_img.tif,1
PMD1605_140_X3585Y3073G_img.tif,2
PTM837_113_9217_9217_img.tif,3
G_PMD2495_G_120_1025_2049_img.tif,0
G_PMD2495_G_60_7681_1537_img.tif,1
G_PMD2495_G_60_7681_4609_img.tif,2
G_PMD2495_G_150_8193_7169_img.tif,3
PTM837_113_9217_6657_img.tif,0
PMD1605_140_X8193Y513R_img.tif,1
PMD1605_110_X7681Y11265R_img.tif,2
PTM837_114_6657_2049_img.tif,3
PMD1605_110_X513Y10753G_img.tif,0
PTM837_028_2561_13313_img.tif,1
G_PMD2495_G_120_4097_4097_img.tif,2
G_PMD2495_G_120_3585_4097_img.tif,3
PTM837_114_4609_5121_img.tif,0
PTM837_027_2049_5633_img.tif,1
G_PMD2495_G_150_6657_7681_img.tif,2
G_PMD2495_G_150_19969_6145_img.tif,3
G_PMD2495_G_120_5633_11777_img.tif,0
G_PMD2495_G_60_11777_22529_img.tif,1
PTM837_028_3073_7169_img.tif,2
G_PMD2495_G_120_8193_11777_img.tif,3
PMD1605_140_X1Y12801G_img.tif,0
PTM837_028_5121_2561_img.tif,1
G_PMD2495_G_120_13825_8193_img.tif,2
PTM837_027_4097_2561_img.tif,3
PTM837_027_4609_4097_img.tif,0
G_PMD2495_G_150_4097_20481_img.tif,1
PTM837_027_9217_8705_img.tif,2
PMD1605_140_X1025Y11265G_img.tif,3
G_PMD2495_G_60_3585_23041_img.tif,0
PMD1605_110_X9729Y10753R_img.tif,1
PMD1605_110_X6145Y3585R_img.tif,2
PMD1605_110_X4609Y3585G_img.tif,3
G_PMD2495_G_120_1_17409_img.tif,0
G_PMD2495_G_150_8193_7681_img.tif,1
G_PMD2495_G_150_17409_5121_img.tif,2
G_PMD2495_G_150_17409_16897_img.tif,3
PMD1605_034_X6657Y2561G_img.tif,0
G_PMD2495_G_150_15361_10241_img.tif,1
G_PMD2495_G_120_19969_18433_img.tif,2
G_PMD2495_G_60_13825_17409_img.tif,3
PMD1605_140_X1537Y13825R_img.tif,0
G_PMD2495_G_120_1025_13313_img.tif,1
G_PMD2495_G_120_19969_5121_img.tif,2
G_PMD2495_G_120_6657_22529_img.tif,3
PMD1605_140_X4097Y5121G_img.tif,0
PMD1605_110_X3073Y1537G_img.tif,1
G_PMD2495_G_150_16897_23041_img.tif,2
G_PMD2495_G_60_8193_4097_img.tif,3
PMD1605_140_X1Y13313G_img.tif,0
PMD1605_140_X1537Y4097G_img.tif,1
PMD1605_140_X3585Y11265G_img.tif,2
G_PMD2495_G_120_9729_19969_img.tif,3
G_PMD2495_G_120_20993_1025_img.tif,0
PMD1605_140_X2561Y1537G_img.tif,1
PMD1605_140_X8705Y9729R_img.tif,2
G_PMD2495_G_150_20993_12801_img.tif,3
PMD1605_034_X2049Y8193G_img.tif,0
G_PMD2495_G_150_22017_13825_img.tif,1
PMD1605_140_X4609Y513G_img.tif,2
PTM837_028_3073_11777_img.tif,3
G_PMD2495_G_150_11265_3073_img.tif,0
G_PMD2495_G_150_15873_6657_img.tif,1
PTM837_114_6657_11777_img.tif,2
PTM837_027_4609_9217_img.tif,3
G_PMD2495_G_150_4609_6657_img.tif,0
G_PMD2495_G_60_7681_20481_img.tif,1
G_PMD2495_G_60_4609_7681_img.tif,2
PTM837_028_3073_11265_img.tif,3
PMD1605_110_X9217Y7681R_img.tif,0
G_PMD2495_G_60_2561_20481_img.tif,1
G_PMD2495_G_150_6145_17409_img.tif,2
G_PMD2495_G_60_8193_18433_img.tif,3
G_PMD2495_G_120_20993_20481_img.tif,0
G_PMD2495_G_120_6657_8705_img.tif,1
G_PMD2495_G_60_9217_11265_img.tif,2
G_PMD2495_G_120_21505_16897_img.tif,3
PMD1605_140_X3073Y5633R_img.tif,0
PTM837_027_7169_11777_img.tif,1
PMD1605_140_X9217Y7681R_img.tif,2
PMD1605_140_X2049Y7169R_img.tif,3
G_PMD2495_G_120_1537_16897_img.tif,0
G_PMD2495_G_150_13825_11777_img.tif,1
PMD1605_034_X1025Y1537G_img.tif,2
G_PMD2495_G_120_20481_23041_img.tif,3
PMD1605_110_X4097Y9217R_img.tif,0
PTM837_114_5121_4609_img.tif,1
G_PMD2495_G_150_6145_2049_img.tif,2
PMD1605_034_X2049Y8705G_img.tif,3
G_PMD2495_G_150_9729_10241_img.tif,0
G_PMD2495_G_150_9217_6145_img.tif,1
PTM837_114_6145_10241_img.tif,2
G_PMD2495_G_150_1_8193_img.tif,3
PMD1605_034_X1025Y9217G_img.tif,0
PTM837_028_2049_3585_img.tif,1
PMD1605_140_X1025Y9217G_img.tif,2
PTM837_114_9217_11777_img.tif,3
G_PMD2495_G_120_18945_12289_img.tif,0
PTM837_114_4097_7169_img.tif,1
PTM837_027_2561_1025_img.tif,2
G_PMD2495_G_150_22529_22017_img.tif,3
G_PMD2495_G_150_23041_15873_img.tif,0
G_PMD2495_G_150_17409_12801_img.tif,1
G_PMD2495_G_150_1025_2561_img.tif,2
G_PMD2495_G_60_1537_19457_img.tif,3
G_PMD2495_G_150_11265_19969_img.tif,0
G_PMD2495_G_120_14849_4609_img.tif,1
PMD1605_110_X3585Y1537R_img.tif,2
G_PMD2495_G_150_20481_20481_img.tif,3
G_PMD2495_G_60_8193_9217_img.tif,0
G_PMD2495_G_60_10753_2049_img.tif,1
PTM837_114_9217_2561_img.tif,2
PMD1605_110_X6145Y1025G_img.tif,3
G_PMD2495_G_120_12289_10241_img.tif,0
PMD1605_140_X7169Y1R_img.tif,1
G_PMD2495_G_150_9729_1025_img.tif,2
PMD1605_034_X4097Y513G_img.tif,3
PTM837_114_8193_1025_img.tif,0
PMD1605_140_X7169Y1537R_img.tif,1
G_PMD2495_G_150_17921_12801_img.tif,2
G_PMD2495_G_150_12289_4097_img.tif,3
PMD1605_110_X3585Y3073G_img.tif,0
G_PMD2495_G_60_2049_22017_img.tif,1
G_PMD2495_G_60_11777_21505_img.tif,2
PMD1605_140_X8705Y13313G_img.tif,3
PTM837_027_1025_7681_img.tif,0
G_PMD2495_G_150_1025_20481_img.tif,1
G_PMD2495_G_60_1025_6657_img.tif,2
PMD1605_110_X2049Y4609G_img.tif,3
PTM837_113_7681_7681_img.tif,0
G_PMD2495_G_60_1025_21505_img.tif,1
PTM837_028_8705_6145_img.tif,2
G_PMD2495_G_60_3073_4097_img.tif,3
PMD1605_110_X6657Y6657G_img.tif,0
PMD1605_140_X7681Y6657R_img.tif,1
PTM837_027_4609_9729_img.tif,2
PMD1605_110_X6145Y9217R_img.tif,3
PMD1605_140_X6657Y4609R_img.tif,0
PMD1605_110_X8705Y3073R_img.tif,1
G_PMD2495_G_150_4609_5633_img.tif,2
G_PMD2495_G_120_21505_1025_img.tif,3
G_PMD2495_G_150_11777_10241_img.tif,0
PTM837_114_513_5121_img.tif,1
G_PMD2495_G_60_12289_9729_img.tif,2
PTM837_028_8705_513_img.tif,3
PTM837_114_6145_9217_img.tif,0
PMD1605_110_X1025Y2561G_img.tif,1
G_PMD2495_G_150_19969_16385_img.tif,2
G_PMD2495_G_150_19457_3585_img.tif,3
PTM837_027_3585_9729_img.tif,0
PMD1605_110_X5121Y7169R_img.tif,1
G_PMD2495_G_150_5633_21505_img.tif,2
G_PMD2495_G_120_10753_12801_img.tif,3
G_PMD2495_G_60_12801_12289_img.tif,0
PMD1605_140_X4097Y9217G_img.tif,1
G_PMD2495_G_150_7681_2561_img.tif,2
G_PMD2495_G_120_10753_2049_img.tif,3
PTM837_114_3073_5121_img.tif,0
G_PMD2495_G_60_11265_1_img.tif,1
G_PMD2495_G_150_18433_21505_img.tif,2
PMD1605_140_X4609Y11265R_img.tif,3
PMD1605_110_X1537Y8193G_img.tif,0
PMD1605_140_X4609Y3073R_img.tif,1
G_PMD2495_G_120_5121_12289_img.tif,2
PTM837_113_8705_12289_img.tif,3
G_PMD2495_G_120_17409_10241_img.tif,0
G_PMD2495_G_150_8193_2561_img.tif,1
PMD1605_110_X513Y12289R_img.tif,2
PMD1605_140_X7681Y2049R_img.tif,3
PTM837_027_9217_5121_img.tif,0
PMD1605_110_X9729Y3585R_img.tif,1
G_PMD2495_G_120_18945_16385_img.tif,2
G_PMD2495_G_120_17921_22529_img.tif,3
PMD1605_140_X4097Y12289G_img.tif,0
PTM837_028_2561_1_img.tif,1
PMD1605_110_X513Y3585G_img.tif,2
PMD1605_140_X4609Y3073G_img.tif,3
G_PMD2495_G_60_1025_4609_img.tif,0
G_PMD2495_G_120_10753_7169_img.tif,1
G_PMD2495_G_120_18433_22529_img.tif,2
G_PMD2495_G_150_13313_6145_img.tif,3
G_PMD2495_G_120_2049_10753_img.tif,0
G_PMD2495_G_60_1537_10241_img.tif,1
G_PMD2495_G_120_19457_15361_img.tif,2
G_PMD2495_G_150_8705_513_img.tif,3
G_PMD2495_G_60_3073_513_img.tif,0
G_PMD2495_G_120_18945_18433_img.tif,1
G_PMD2495_G_120_3073_22017_img.tif,2
G_PMD2495_G_150_16897_5121_img.tif,3
G_PMD2495_G_120_19969_7681_img.tif,0
G_PMD2495_G_150_9217_2561_img.tif,1
PMD1605_140_X5121Y3585G_img.tif,2
PTM837_113_2049_1_img.tif,3
PTM837_027_7681_9217_img.tif,0
PTM837_114_8193_10241_img.tif,1
PTM837_114_7681_10241_img.tif,2
PMD1605_140_X5121Y7169R_img.tif,3
G_PMD2495_G_120_2049_5121_img.tif,0
G_PMD2495_G_120_22017_11265_img.tif,1
G_PMD2495_G_60_5633_12801_img.tif,2
G_PMD2495_G_150_10753_15873_img.tif,3
G_PMD2495_G_120_22017_5633_img.tif,0
PTM837_027_3585_5121_img.tif,1
G_PMD2495_G_60_5121_22529_img.tif,2
PTM837_113_2561_7169_img.tif,3
G_PMD2495_G_150_20481_12289_img.tif,0
G_PMD2495_G_60_2561_20993_img.tif,1
PTM837_028_9217_4609_img.tif,2
G_PMD2495_G_120_20993_18945_img.tif,3
G_PMD2495_G_60_2561_17921_img.tif,0
PTM837_113_5633_9217_img.tif,1
PTM837_028_7169_10241_img.tif,2
PTM837_114_6657_4609_img.tif,3
G_PMD2495_G_120_20481_21505_img.tif,0
G_PMD2495_G_120_6657_12801_img.tif,1
G_PMD2495_G_120_4609_7681_img.tif,2
G_PMD2495_G_120_10241_10753_img.tif,3
PTM837_114_4609_2561_img.tif,0
G_PMD2495_G_150_12801_2561_img.tif,1
PMD1605_140_X9217Y6145G_img.tif,2
G_PMD2495_G_150_23041_3073_img.tif,3
G_PMD2495_G_60_11265_19457_img.tif,0
G_PMD2495_G_150_10241_18945_img.tif,1
G_PMD2495_G_120_4609_1025_img.tif,2
G_PMD2495_G_120_513_10753_img.tif,3
G_PMD2495_G_150_2049_23041_img.tif,0
G_PMD2495_G_120_1025_1_img.tif,1
G_PMD2495_G_120_3585_14337_img.tif,2
PTM837_113_513_1025_img.tif,3
PTM837_027_7169_10241_img.tif,0
G_PMD2495_G_120_14849_10753_img.tif,1
G_PMD2495_G_120_5121_12801_img.tif,2
G_PMD2495_G_150_17921_17921_img.tif,3
G_PMD2495_G_150_18433_2049_img.tif,0
PTM837_028_9217_2049_img.tif,1
G_PMD2495_G_120_11265_6657_img.tif,2
G_PMD2495_G_150_9729_2049_img.tif,3
G_PMD2495_G_150_1537_13313_img.tif,0
G_PMD2495_G_60_6145_14849_img.tif,1
PTM837_028_3073_12801_img.tif,2
G_PMD2495_G_120_1_5121_img.tif,3
G_PMD2495_G_120_6657_18433_img.tif,0
PMD1605_034_X5633Y3073G_img.tif,1
G_PMD2495_G_60_11265_3073_img.tif,2
PTM837_027_1025_1537_img.tif,3
PMD1605_110_X4097Y5121R_img.tif,0
G_PMD2495_G_120_11777_20481_img.tif,1
PMD1605_110_X4097Y3073R_img.tif,2
G_PMD2495_G_150_1025_16385_img.tif,3
G_PMD2495_G_150_2561_7681_img.tif,0
G_PMD2495_G_150_7681_11265_img.tif,1
G_PMD2495_G_120_13313_6657_img.tif,2
G_PMD2495_G_120_15873_1025_img.tif,3
G_PMD2495_G_150_23041_18433_img.tif,0
G_PMD2495_G_120_19457_18433_img.tif,1
G_PMD2495_G_150_18433_4609_img.tif,2
G_PMD2495_G_60_12289_12289_img.tif,3
PMD1605_110_X7681Y3585R_img.tif,0
G_PMD2495_G_150_1537_19969_img.tif,1
G_PMD2495_G_120_5633_14849_img.tif,2
G_PMD2495_G_60_12289_22017_img.tif,3
G_PMD2495_G_60_2561_14849_img.tif,0
PMD1605_034_X6657Y3073G_img.tif,1
G_PMD2495_G_150_18945_21505_img.tif,2
G_PMD2495_G_120_11777_4609_img.tif,3
G_PMD2495_G_60_6657_4609_img.tif,0
G_PMD2495_G_120_22529_2561_img.tif,1
PTM837_113_8705_1537_img.tif,2
G_PMD2495_G_150_9729_15873_img.tif,3
G_PMD2495_G_120_22017_9729_img.tif,0
PMD1605_110_X4609Y2561R_img.tif,1
PMD1605_140_X2049Y8705R_img.tif,2
PMD1605_110_X1025Y9729G_img.tif,3
G_PMD2495_G_120_10753_3073_img.tif,0
PMD1605_140_X2561Y12801G_img.tif,1
PTM837_027_3585_4097_img.tif,2
PTM837_027_8705_5121_img.tif,3
G_PMD2495_G_150_17921_1537_img.tif,0
G_PMD2495_G_60_2049_15361_img.tif,1
G_PMD2495_G_120_17409_3073_img.tif,2
