,fold
Sec246X5295Y3143_row_img.tif,1
Sec128X2653Y2607_row_img.tif,2
Sec137X2384Y3112_row_img.tif,3
Sec73X4956Y7151_row_img.tif,0
Sec146X2568Y2929_row_img.tif,1
Sec143X4498Y4220_row_img.tif,2
Sec265X3839Y2702_row_img.tif,3
Sec124X2748Y4462_row_img.tif,0
Sec117X2791Y3478_row_img.tif,1
Sec143X3183Y4581_row_img.tif,2
Sec245X9742Y4290_row_img.tif,3
Sec208X976Y818_row_img.tif,0
Sec174X4514Y6243_row_img.tif,1
Sec153X2155Y2761_row_img.tif,2
Sec116X2205Y839_row_img.tif,3
Sec130X2692Y4272_row_img.tif,0
Sec132X2692Y5017_row_img.tif,1
Sec119X2384Y4174_row_img.tif,2
Sec125X1805Y3592_row_img.tif,3
Sec50X10742Y3350_row_img.tif,0
Sec150X7564Y6401_row_img.tif,1
Sec212X1835Y6118_row_img.tif,2
Sec190X1950Y1923_row_img.tif,3
Sec177X4890Y6997_row_img.tif,0
Sec180X4720Y6266_row_img.tif,1
Sec125X2240Y4510_row_img.tif,2
Sec125X2296Y3327_row_img.tif,3
Sec251X7609Y7165_row_img.tif,0
Sec142X3404Y5445_row_img.tif,1
Sec160X3009Y3726_row_img.tif,2
Sec146X2493Y2642_row_img.tif,3
Sec134X3412Y5372_row_img.tif,0
Sec259X10721Y994_row_img.tif,1
Sec130X2774Y2897_row_img.tif,2
Sec84X1403Y468_row_img.tif,3
Sec110X2238Y4518_row_img.tif,0
Sec133X3402Y5374_row_img.tif,1
Sec129X3446Y5247_row_img.tif,2
Sec130X7972Y3294_row_img.tif,3
Sec71X7591Y763_row_img.tif,0
Sec142X4331Y4613_row_img.tif,1
Sec119X156Y906_row_img.tif,2
Sec160X3361Y5871_row_img.tif,3
Sec155X1755Y2552_row_img.tif,0
Sec135X2036Y3034_row_img.tif,1
Sec42X1070Y4839_row_img.tif,2
Sec137X4126Y4624_row_img.tif,3
Sec244X6121Y4059_row_img.tif,0
Sec63X7231Y7625_row_img.tif,1
Sec119X2807Y3929_row_img.tif,2
Sec94X725Y3758_row_img.tif,3
Sec123X3053Y4222_row_img.tif,0
Sec141X3110Y2371_row_img.tif,1
Sec129X2215Y3346_row_img.tif,2
Sec183X4213Y2861_row_img.tif,3
Sec209X2305Y3017_row_img.tif,0
Sec263X3659Y5476_row_img.tif,1
Sec109X2280Y4277_row_img.tif,2
Sec94X6758Y5843_row_img.tif,3
Sec152X2554Y1660_row_img.tif,0
Sec162X4223Y4491_row_img.tif,1
Sec123X2494Y2088_row_img.tif,2
Sec125X2453Y3205_row_img.tif,3
Sec155X2953Y5431_row_img.tif,0
Sec151X1701Y3116_row_img.tif,1
Sec134X3766Y4339_row_img.tif,2
Sec141X2420Y5768_row_img.tif,3
Sec169X8465Y4844_row_img.tif,0
Sec148X9454Y6413_row_img.tif,1
Sec144X4359Y3978_row_img.tif,2
Sec63X8379Y6543_row_img.tif,3
Sec126X3326Y2685_row_img.tif,0
Sec137X9533Y7859_row_img.tif,1
Sec104X6695Y7433_row_img.tif,2
Sec149X1897Y3176_row_img.tif,3
Sec101X2365Y4409_row_img.tif,0
Sec129X1678Y3273_row_img.tif,1
Sec224X2806Y5512_row_img.tif,2
Sec128X2160Y2984_row_img.tif,3
Sec243X8464Y7650_row_img.tif,0
Sec196X7388Y1502_row_img.tif,1
Sec136X2123Y2755_row_img.tif,2
Sec132X2558Y4725_row_img.tif,3
Sec128X2418Y4116_row_img.tif,0
Sec262X10567Y1830_row_img.tif,1
Sec107X2330Y4184_row_img.tif,2
Sec152X1991Y2386_row_img.tif,3
Sec21X9465Y7430_row_img.tif,0
Sec134X2950Y4968_row_img.tif,1
Sec142X2942Y5373_row_img.tif,2
Sec133X1355Y3338_row_img.tif,3
Sec107X4238Y6760_row_img.tif,0
Sec128X2784Y4428_row_img.tif,1
Sec164X4652Y3544_row_img.tif,2
Sec64X6510Y4873_row_img.tif,3
Sec269X10330Y7267_row_img.tif,0
Sec162X337Y6476_row_img.tif,1
Sec191X9963Y86_row_img.tif,2
Sec227X2253Y1422_row_img.tif,3
Sec133X3042Y2767_row_img.tif,0
Sec144X3738Y4627_row_img.tif,1
Sec56X4067Y1120_row_img.tif,2
Sec144X1946Y3092_row_img.tif,3
Sec8X5907Y554_row_img.tif,0
Sec137X3197Y4964_row_img.tif,1
Sec153X2967Y7315_row_img.tif,2
Sec150X3702Y4950_row_img.tif,3
Sec139X2873Y3910_row_img.tif,0
Sec169X4889Y3443_row_img.tif,1
Sec202X5087Y4132_row_img.tif,2
Sec161X2540Y7995_row_img.tif,3
Sec66X8728Y3083_row_img.tif,0
Sec112X7888Y570_row_img.tif,1
Sec91X2410Y5607_row_img.tif,2
Sec145X1668Y3036_row_img.tif,3
Sec135X2678Y5517_row_img.tif,0
Sec137X2955Y2659_row_img.tif,1
Sec5X5294Y7482_row_img.tif,2
Sec105X4343Y1145_row_img.tif,3
Sec139X3668Y4499_row_img.tif,0
Sec149X4431Y5154_row_img.tif,1
Sec148X2518Y2658_row_img.tif,2
Sec166X4843Y3362_row_img.tif,3
Sec128X1420Y3265_row_img.tif,0
Sec170X4042Y6532_row_img.tif,1
Sec211X385Y4430_row_img.tif,2
Sec70X3130Y3714_row_img.tif,3
Sec134X1403Y3091_row_img.tif,0
Sec151X4934Y6142_row_img.tif,1
Sec132X2836Y3624_row_img.tif,2
Sec138X3172Y4396_row_img.tif,3
Sec127X2520Y2918_row_img.tif,0
Sec133X3396Y4527_row_img.tif,1
Sec179X7582Y701_row_img.tif,2
Sec128X1417Y2846_row_img.tif,3
Sec142X1724Y2556_row_img.tif,0
Sec141X2586Y3689_row_img.tif,1
Sec160X3475Y6376_row_img.tif,2
Sec216X8310Y6942_row_img.tif,3
Sec56X9063Y3704_row_img.tif,0
Sec119X2652Y3532_row_img.tif,1
Sec133X1700Y3645_row_img.tif,2
Sec128X2199Y3223_row_img.tif,3
Sec130X2766Y2585_row_img.tif,0
Sec88X44Y4528_row_img.tif,1
Sec55X5598Y6270_row_img.tif,2
Sec117X2330Y2701_row_img.tif,3
Sec129X2116Y3351_row_img.tif,0
Sec125X92Y4581_row_img.tif,1
Sec155X3385Y5600_row_img.tif,2
Sec197X872Y7821_row_img.tif,3
Sec126X3537Y4594_row_img.tif,0
Sec85X8449Y3515_row_img.tif,1
Sec134X2498Y4521_row_img.tif,2
Sec249X9414Y5621_row_img.tif,3
Sec133X2795Y5357_row_img.tif,0
Sec46X7081Y2558_row_img.tif,1
Sec26X1676Y2240_row_img.tif,2
Sec253X9305Y4021_row_img.tif,3
Sec179X9260Y2938_row_img.tif,0
Sec254X1427Y138_row_img.tif,1
Sec142X1363Y3651_row_img.tif,2
Sec143X4306Y4865_row_img.tif,3
Sec21X4786Y7204_row_img.tif,0
Sec137X3238Y4609_row_img.tif,1
Sec119X1867Y3554_row_img.tif,2
Sec81X2219Y4278_row_img.tif,3
Sec143X4563Y3914_row_img.tif,0
Sec30X10250Y925_row_img.tif,1
Sec150X1587Y3143_row_img.tif,2
Sec128X3146Y4570_row_img.tif,3
Sec175X4736Y6944_row_img.tif,0
Sec82X374Y7396_row_img.tif,1
Sec148X4247Y4214_row_img.tif,2
Sec182X2274Y4009_row_img.tif,3
Sec25X8050Y461_row_img.tif,0
Sec18X4214Y2353_row_img.tif,1
Sec117X2504Y2965_row_img.tif,2
Sec180X10816Y3929_row_img.tif,3
Sec161X752Y7962_row_img.tif,0
Sec123X2595Y4054_row_img.tif,1
Sec126X3378Y4751_row_img.tif,2
Sec36X3467Y2996_row_img.tif,3
Sec151X1571Y2765_row_img.tif,0
Sec126X2619Y5305_row_img.tif,1
Sec25X5651Y7668_row_img.tif,2
Sec119X2449Y3158_row_img.tif,3
Sec128X2247Y3164_row_img.tif,0
Sec104X5933Y78_row_img.tif,1
Sec144X1025Y3820_row_img.tif,2
Sec139X3200Y2660_row_img.tif,3
Sec149X3928Y5020_row_img.tif,0
Sec149X2429Y2569_row_img.tif,1
Sec84X7536Y1456_row_img.tif,2
Sec199X398Y1031_row_img.tif,3
Sec129X2007Y3334_row_img.tif,0
Sec133X2717Y2623_row_img.tif,1
Sec133X1742Y4156_row_img.tif,2
Sec128X2611Y4829_row_img.tif,3
Sec171X2621Y6213_row_img.tif,0
Sec135X8113Y3967_row_img.tif,1
Sec137X2535Y2432_row_img.tif,2
Sec84X430Y3251_row_img.tif,3
Sec150X8375Y3892_row_img.tif,0
Sec126X1798Y2507_row_img.tif,1
Sec17X2678Y4681_row_img.tif,2
Sec148X7187Y927_row_img.tif,3
Sec165X6140Y6083_row_img.tif,0
Sec146X3293Y4310_row_img.tif,1
Sec141X6990Y4250_row_img.tif,2
Sec153X4223Y4601_row_img.tif,3
Sec143X4509Y4260_row_img.tif,0
Sec142X2662Y2089_row_img.tif,1
Sec135X2998Y3278_row_img.tif,2
Sec139X1842Y3485_row_img.tif,3
Sec98X4736Y3722_row_img.tif,0
Sec259X6336Y2790_row_img.tif,1
Sec53X5223Y6507_row_img.tif,2
Sec143X3757Y4380_row_img.tif,3
Sec72X4168Y7193_row_img.tif,0
Sec126X2536Y3295_row_img.tif,1
Sec126X6781Y7247_row_img.tif,2
Sec200X9297Y4703_row_img.tif,3
Sec126X1296Y3294_row_img.tif,0
Sec136X1966Y4740_row_img.tif,1
Sec164X4639Y3966_row_img.tif,2
Sec209X8441Y2595_row_img.tif,3
Sec226X1261Y832_row_img.tif,0
Sec68X3475Y7042_row_img.tif,1
Sec129X2077Y2731_row_img.tif,2
Sec89X7431Y3687_row_img.tif,3
Sec262X6643Y4332_row_img.tif,0
Sec129X1868Y3361_row_img.tif,1
Sec60X8071Y6147_row_img.tif,2
Sec102X6609Y3594_row_img.tif,3
Sec209X9467Y6095_row_img.tif,0
Sec175X3642Y1448_row_img.tif,1
Sec265X5408Y4569_row_img.tif,2
Sec190X977Y944_row_img.tif,3
Sec251X6579Y5669_row_img.tif,0
Sec174X6858Y6476_row_img.tif,1
Sec185X4799Y7107_row_img.tif,2
Sec147X1693Y3327_row_img.tif,3
Sec111X2197Y4389_row_img.tif,0
Sec85X3502Y6132_row_img.tif,1
Sec177X4095Y5891_row_img.tif,2
Sec159X10731Y2321_row_img.tif,3
Sec144X3429Y4298_row_img.tif,0
Sec213X10656Y7756_row_img.tif,1
Sec2X6176Y1050_row_img.tif,2
Sec132X3651Y4508_row_img.tif,3
Sec135X2610Y5263_row_img.tif,0
Sec180X8558Y1088_row_img.tif,1
Sec145X3166Y5180_row_img.tif,2
Sec123X5140Y4271_row_img.tif,3
Sec128X2947Y2311_row_img.tif,0
Sec138X4338Y4349_row_img.tif,1
Sec226X6614Y3500_row_img.tif,2
Sec124X1689Y3564_row_img.tif,3
Sec141X3740Y4964_row_img.tif,0
Sec158X757Y2868_row_img.tif,1
Sec138X7716Y279_row_img.tif,2
Sec215X3817Y1410_row_img.tif,3
Sec172X3469Y6044_row_img.tif,0
Sec136X3266Y2825_row_img.tif,1
Sec128X2620Y2411_row_img.tif,2
Sec158X3953Y4890_row_img.tif,3
Sec128X2424Y3179_row_img.tif,0
Sec36X6515Y1691_row_img.tif,1
Sec132X2857Y3014_row_img.tif,2
Sec170X8046Y154_row_img.tif,3
Sec172X3932Y5948_row_img.tif,0
Sec89X2974Y4596_row_img.tif,1
Sec2X6467Y794_row_img.tif,2
Sec127X2218Y4415_row_img.tif,3
Sec144X4176Y5019_row_img.tif,0
Sec109X5311Y7391_row_img.tif,1
Sec160X5230Y3241_row_img.tif,2
Sec100X5306Y2113_row_img.tif,3
Sec222X1288Y2732_row_img.tif,0
Sec229X1456Y870_row_img.tif,1
Sec127X3840Y6832_row_img.tif,2
Sec17X396Y2222_row_img.tif,3
Sec27X8424Y3261_row_img.tif,0
Sec121X3074Y3659_row_img.tif,1
Sec58X7264Y7155_row_img.tif,2
Sec146X2720Y2768_row_img.tif,3
Sec109X5376Y6110_row_img.tif,0
Sec226X4413Y6456_row_img.tif,1
Sec147X1930Y2307_row_img.tif,2
Sec127X2404Y3074_row_img.tif,3
Sec146X3225Y5004_row_img.tif,0
Sec164X3173Y5139_row_img.tif,1
Sec247X5850Y2703_row_img.tif,2
Sec149X4930Y4738_row_img.tif,3
Sec150X2197Y2476_row_img.tif,0
Sec190X4933Y7275_row_img.tif,1
Sec135X3377Y4589_row_img.tif,2
Sec96X2195Y1151_row_img.tif,3
Sec191X349Y7959_row_img.tif,0
Sec149X4009Y5557_row_img.tif,1
Sec246X8833Y5818_row_img.tif,2
Sec155X2987Y7600_row_img.tif,3
Sec132X2851Y4177_row_img.tif,0
Sec164X4517Y3437_row_img.tif,1
Sec2X628Y1980_row_img.tif,2
Sec142X1898Y3352_row_img.tif,3
Sec108X8241Y85_row_img.tif,0
Sec29X568Y1538_row_img.tif,1
Sec167X5822Y1404_row_img.tif,2
Sec2X10612Y3919_row_img.tif,3
Sec165X4015Y6066_row_img.tif,0
Sec164X3598Y5807_row_img.tif,1
Sec144X2894Y5092_row_img.tif,2
Sec93X9843Y5913_row_img.tif,3
Sec265X618Y5664_row_img.tif,0
Sec100X10714Y7475_row_img.tif,1
Sec124X577Y5815_row_img.tif,2
Sec139X2584Y4882_row_img.tif,3
Sec107X5659Y3219_row_img.tif,0
Sec239X10303Y7332_row_img.tif,1
Sec148X5853Y5111_row_img.tif,2
Sec154X3691Y5225_row_img.tif,3
Sec172X8435Y3465_row_img.tif,0
Sec68X3125Y5920_row_img.tif,1
Sec132X2811Y2721_row_img.tif,2
Sec173X3815Y747_row_img.tif,3
Sec145X1467Y3141_row_img.tif,0
Sec166X6952Y4505_row_img.tif,1
Sec179X4659Y7131_row_img.tif,2
Sec115X2556Y2330_row_img.tif,3
Sec24X3481Y4710_row_img.tif,0
Sec124X2579Y2180_row_img.tif,1
Sec168X3726Y5939_row_img.tif,2
Sec105X2174Y4685_row_img.tif,3
Sec134X991Y3219_row_img.tif,0
Sec35X3990Y2338_row_img.tif,1
Sec268X1551Y1949_row_img.tif,2
Sec129X2245Y3312_row_img.tif,3
Sec135X2961Y4974_row_img.tif,0
Sec134X2227Y4482_row_img.tif,1
Sec68X6110Y5781_row_img.tif,2
Sec130X2816Y4890_row_img.tif,3
Sec266X9691Y1933_row_img.tif,0
Sec129X1855Y3218_row_img.tif,1
Sec103X2242Y4746_row_img.tif,2
Sec162X4628Y3463_row_img.tif,3
Sec135X2530Y4450_row_img.tif,0
Sec211X6023Y5447_row_img.tif,1
Sec130X2511Y3222_row_img.tif,2
Sec129X2543Y2764_row_img.tif,3
Sec153X2391Y7196_row_img.tif,0
Sec129X2174Y3393_row_img.tif,1
Sec229X10498Y884_row_img.tif,2
Sec71X5587Y684_row_img.tif,3
Sec129X4073Y4980_row_img.tif,0
Sec172X6888Y7648_row_img.tif,1
Sec119X8882Y4033_row_img.tif,2
Sec144X9122Y6924_row_img.tif,3
Sec29X4297Y2406_row_img.tif,0
Sec169X215Y5323_row_img.tif,1
Sec155X4793Y4447_row_img.tif,2
Sec132X4053Y4791_row_img.tif,3
Sec143X4059Y4995_row_img.tif,0
Sec107X7757Y7493_row_img.tif,1
Sec160X8284Y3716_row_img.tif,2
Sec135X2381Y3930_row_img.tif,3
Sec136X2136Y3311_row_img.tif,0
Sec144X7422Y3790_row_img.tif,1
Sec70X1140Y6405_row_img.tif,2
Sec191X2696Y654_row_img.tif,3
Sec34X1650Y4109_row_img.tif,0
Sec127X2555Y3139_row_img.tif,1
Sec90X8781Y3709_row_img.tif,2
Sec122X2982Y3980_row_img.tif,3
Sec135X9723Y4470_row_img.tif,0
Sec136X1923Y3497_row_img.tif,1
Sec161X3045Y4829_row_img.tif,2
Sec254X7395Y1118_row_img.tif,3
Sec37X3417Y2720_row_img.tif,0
Sec65X5589Y7869_row_img.tif,1
Sec129X2419Y3675_row_img.tif,2
Sec257X4294Y2898_row_img.tif,3
Sec134X2497Y2812_row_img.tif,0
Sec176X4306Y1871_row_img.tif,1
Sec72X6507Y1853_row_img.tif,2
Sec134X3938Y4218_row_img.tif,3
Sec141X2991Y2799_row_img.tif,0
Sec126X7573Y5589_row_img.tif,1
Sec183X9946Y6807_row_img.tif,2
Sec129X2320Y3325_row_img.tif,3
Sec113X1224Y3999_row_img.tif,0
Sec135X1782Y3834_row_img.tif,1
Sec253X8743Y6745_row_img.tif,2
Sec120X2211Y4183_row_img.tif,3
Sec137X2685Y4700_row_img.tif,0
Sec58X1358Y67_row_img.tif,1
Sec111X2576Y4501_row_img.tif,2
Sec26X2313Y8025_row_img.tif,3
Sec152X3983Y5250_row_img.tif,0
Sec208X10404Y3861_row_img.tif,1
Sec84X1129Y2247_row_img.tif,2
Sec172X9178Y940_row_img.tif,3
Sec143X3526Y5215_row_img.tif,0
Sec139X1668Y3640_row_img.tif,1
Sec74X4861Y3340_row_img.tif,2
Sec261X4484Y5914_row_img.tif,3
Sec66X1358Y5476_row_img.tif,0
Sec153X3128Y5954_row_img.tif,1
Sec139X3549Y5320_row_img.tif,2
Sec106X2396Y5063_row_img.tif,3
Sec82X9062Y1846_row_img.tif,0
Sec124X3712Y5322_row_img.tif,1
Sec118X2512Y4605_row_img.tif,2
Sec4X1432Y1851_row_img.tif,3
Sec24X7528Y7621_row_img.tif,0
Sec203X8619Y1029_row_img.tif,1
Sec47X2510Y1409_row_img.tif,2
Sec3X9517Y7293_row_img.tif,3
Sec155X3763Y4769_row_img.tif,0
Sec150X4222Y4093_row_img.tif,1
Sec67X4376Y7666_row_img.tif,2
Sec263X5869Y4451_row_img.tif,3
Sec207X7829Y5261_row_img.tif,0
Sec97X5878Y690_row_img.tif,1
Sec151X3531Y5408_row_img.tif,2
Sec167X3143Y5635_row_img.tif,3
Sec132X3208Y2715_row_img.tif,0
Sec135X3486Y5025_row_img.tif,1
Sec129X2152Y3470_row_img.tif,2
Sec142X3288Y5015_row_img.tif,3
Sec100X7220Y4237_row_img.tif,0
Sec120X6247Y3925_row_img.tif,1
Sec260X9643Y4686_row_img.tif,2
Sec227X3103Y4208_row_img.tif,3
Sec129X2228Y3433_row_img.tif,0
Sec183X4692Y6667_row_img.tif,1
Sec6X6436Y4837_row_img.tif,2
Sec143X3408Y4182_row_img.tif,3
Sec160X5075Y3325_row_img.tif,0
Sec262X6437Y3583_row_img.tif,1
Sec133X2607Y2782_row_img.tif,2
Sec149X4450Y4044_row_img.tif,3
Sec162X4006Y5983_row_img.tif,0
Sec155X3224Y5785_row_img.tif,1
Sec219X5003Y7278_row_img.tif,2
Sec218X9875Y5511_row_img.tif,3
Sec172X3731Y5439_row_img.tif,0
Sec132X2565Y2284_row_img.tif,1
Sec128X2764Y3927_row_img.tif,2
Sec126X2711Y4377_row_img.tif,3
Sec125X8955Y921_row_img.tif,0
Sec223X7603Y1398_row_img.tif,1
Sec144X3015Y4881_row_img.tif,2
Sec20X1797Y113_row_img.tif,3
Sec151X3382Y5621_row_img.tif,0
Sec153X4394Y4811_row_img.tif,1
Sec141X2461Y2886_row_img.tif,2
Sec243X8292Y1261_row_img.tif,3
Sec82X5432Y2991_row_img.tif,0
Sec122X7749Y2994_row_img.tif,1
Sec39X8037Y2651_row_img.tif,2
Sec35X7028Y1236_row_img.tif,3
Sec210X10690Y3060_row_img.tif,0
Sec176X4629Y6616_row_img.tif,1
Sec260X4526Y4780_row_img.tif,2
Sec125X2332Y3233_row_img.tif,3
Sec128X2946Y4368_row_img.tif,0
Sec124X2727Y2843_row_img.tif,1
Sec146X3409Y5648_row_img.tif,2
Sec136X3772Y4393_row_img.tif,3
Sec104X10286Y132_row_img.tif,0
Sec219X8825Y2963_row_img.tif,1
Sec120X2118Y3429_row_img.tif,2
Sec83X4467Y2272_row_img.tif,3
Sec144X3591Y4744_row_img.tif,0
Sec161X3514Y5017_row_img.tif,1
Sec21X6930Y7950_row_img.tif,2
Sec149X3044Y5455_row_img.tif,3
Sec241X1778Y3067_row_img.tif,0
Sec182X4812Y6479_row_img.tif,1
Sec129X1989Y3231_row_img.tif,2
Sec133X3032Y2534_row_img.tif,3
Sec129X1949Y3552_row_img.tif,0
Sec0X3222Y5603_row_img.tif,1
Sec104X2361Y4363_row_img.tif,2
Sec180X4841Y6305_row_img.tif,3
Sec171X1524Y5828_row_img.tif,0
Sec139X1642Y3773_row_img.tif,1
Sec48X1700Y7966_row_img.tif,2
Sec188X8725Y476_row_img.tif,3
Sec145X3597Y4499_row_img.tif,0
Sec148X3864Y4137_row_img.tif,1
Sec117X6873Y3651_row_img.tif,2
Sec134X3260Y5254_row_img.tif,3
Sec152X1958Y2515_row_img.tif,0
Sec103X9444Y1109_row_img.tif,1
Sec129X2070Y3451_row_img.tif,2
Sec219X5142Y4760_row_img.tif,3
Sec124X1889Y2971_row_img.tif,0
Sec148X4473Y3728_row_img.tif,1
Sec152X1308Y3117_row_img.tif,2
Sec83X2128Y1402_row_img.tif,3
Sec139X2179Y2749_row_img.tif,0
Sec245X4761Y5018_row_img.tif,1
Sec190X831Y4650_row_img.tif,2
Sec151X1916Y2421_row_img.tif,3
Sec107X2302Y1028_row_img.tif,0
Sec229X8397Y7918_row_img.tif,1
Sec226X9883Y3484_row_img.tif,2
Sec132X2598Y4908_row_img.tif,3
Sec139X1805Y3447_row_img.tif,0
Sec127X2333Y3429_row_img.tif,1
Sec138X1965Y3517_row_img.tif,2
Sec20X8982Y853_row_img.tif,3
Sec215X5115Y7858_row_img.tif,0
Sec128X2326Y3193_row_img.tif,1
Sec151X2153Y2981_row_img.tif,2
Sec130X2872Y3277_row_img.tif,3
Sec31X9709Y1317_row_img.tif,0
Sec128X2475Y3051_row_img.tif,1
Sec55X10356Y4526_row_img.tif,2
Sec134X2845Y5679_row_img.tif,3
Sec125X2555Y3854_row_img.tif,0
Sec69X6841Y887_row_img.tif,1
Sec145X4643Y4156_row_img.tif,2
Sec196X2586Y5927_row_img.tif,3
Sec142X2538Y3143_row_img.tif,0
Sec164X1611Y5130_row_img.tif,1
Sec75X243Y5241_row_img.tif,2
Sec118X1914Y3376_row_img.tif,3
Sec118X1812Y3819_row_img.tif,0
Sec158X3037Y5496_row_img.tif,1
Sec136X3523Y5151_row_img.tif,2
Sec141X1720Y3440_row_img.tif,3
Sec170X3645Y6084_row_img.tif,0
Sec158X3743Y4789_row_img.tif,1
Sec145X3299Y5345_row_img.tif,2
Sec111X2528Y4190_row_img.tif,3
Sec128X2457Y3054_row_img.tif,0
Sec8X3304Y7476_row_img.tif,1
Sec137X223Y7699_row_img.tif,2
Sec132X2866Y4968_row_img.tif,3
Sec60X114Y4898_row_img.tif,0
Sec9X1028Y3759_row_img.tif,1
Sec151X3535Y5723_row_img.tif,2
Sec129X2187Y4053_row_img.tif,3
Sec138X1662Y4081_row_img.tif,0
Sec119X2483Y4203_row_img.tif,1
Sec22X1237Y3802_row_img.tif,2
Sec142X1495Y3404_row_img.tif,3
Sec130X3392Y4420_row_img.tif,0
Sec173X3921Y5645_row_img.tif,1
Sec178X4239Y6335_row_img.tif,2
Sec35X4686Y581_row_img.tif,3
Sec51X739Y6106_row_img.tif,0
Sec126X2671Y4847_row_img.tif,1
Sec65X5593Y7079_row_img.tif,2
Sec41X5630Y6085_row_img.tif,3
Sec100X4214Y1664_row_img.tif,0
Sec127X3086Y2723_row_img.tif,1
Sec33X3849Y5228_row_img.tif,2
Sec268X9539Y5945_row_img.tif,3
Sec109X4828Y807_row_img.tif,0
Sec145X2358Y2546_row_img.tif,1
Sec126X3172Y3304_row_img.tif,2
Sec162X3332Y4757_row_img.tif,3
Sec160X4741Y3718_row_img.tif,0
Sec156X2051Y5432_row_img.tif,1
Sec88X5792Y1491_row_img.tif,2
Sec225X97Y6393_row_img.tif,3
Sec190X4866Y7107_row_img.tif,0
Sec153X4045Y4287_row_img.tif,1
Sec128X3565Y5089_row_img.tif,2
Sec179X7277Y7739_row_img.tif,3
Sec0X473Y3598_row_img.tif,0
Sec149X2411Y3145_row_img.tif,1
Sec133X3087Y3349_row_img.tif,2
Sec1X355Y554_row_img.tif,3
Sec145X2381Y2673_row_img.tif,0
Sec129X1942Y3453_row_img.tif,1
Sec40X1005Y6120_row_img.tif,2
Sec143X1001Y3260_row_img.tif,3
Sec156X212Y5762_row_img.tif,0
Sec168X4285Y6436_row_img.tif,1
Sec107X6863Y7712_row_img.tif,2
Sec130X1552Y3850_row_img.tif,3
Sec147X3396Y4489_row_img.tif,0
Sec126X2532Y2465_row_img.tif,1
Sec182X7266Y6948_row_img.tif,2
Sec133X2665Y2909_row_img.tif,3
Sec173X4038Y6120_row_img.tif,0
Sec132X10058Y5357_row_img.tif,1
Sec129X4331Y4381_row_img.tif,2
Sec132X3283Y5145_row_img.tif,3
Sec230X4355Y1417_row_img.tif,0
Sec136X5222Y5230_row_img.tif,1
Sec39X1326Y5456_row_img.tif,2
Sec139X3479Y4470_row_img.tif,3
Sec142X10689Y1400_row_img.tif,0
Sec184X6713Y6481_row_img.tif,1
Sec237X7986Y1648_row_img.tif,2
Sec134X3506Y4740_row_img.tif,3
Sec151X1601Y2452_row_img.tif,0
Sec159X1486Y4265_row_img.tif,1
Sec136X1708Y3215_row_img.tif,2
Sec129X1703Y3010_row_img.tif,3
Sec39X7966Y7583_row_img.tif,0
Sec129X2764Y3651_row_img.tif,1
Sec127X2618Y2529_row_img.tif,2
Sec144X2546Y3659_row_img.tif,3
Sec71X8318Y1208_row_img.tif,0
Sec141X2329Y2838_row_img.tif,1
Sec194X8186Y6057_row_img.tif,2
Sec148X2020Y3420_row_img.tif,3
Sec147X3352Y4541_row_img.tif,0
Sec184X9667Y6911_row_img.tif,1
Sec133X3635Y4195_row_img.tif,2
Sec111X9521Y4886_row_img.tif,3
Sec222X564Y6387_row_img.tif,0
Sec140X3610Y4734_row_img.tif,1
Sec1X234Y195_row_img.tif,2
Sec134X3818Y6719_row_img.tif,3
Sec140X3780Y4455_row_img.tif,0
Sec151X3944Y5535_row_img.tif,1
Sec127X2426Y2966_row_img.tif,2
Sec135X1286Y3325_row_img.tif,3
Sec138X1895Y3666_row_img.tif,0
Sec145X4245Y4943_row_img.tif,1
Sec127X2381Y2493_row_img.tif,2
Sec164X3766Y5699_row_img.tif,3
Sec121X2182Y4411_row_img.tif,0
Sec145X5087Y7386_row_img.tif,1
Sec160X8738Y6261_row_img.tif,2
Sec160X3510Y5963_row_img.tif,3
Sec148X4900Y3965_row_img.tif,0
Sec135X3015Y5961_row_img.tif,1
Sec120X2237Y4323_row_img.tif,2
Sec162X4373Y4384_row_img.tif,3
Sec130X2725Y2856_row_img.tif,0
Sec73X5704Y6525_row_img.tif,1
Sec170X6026Y4113_row_img.tif,2
Sec214X7332Y455_row_img.tif,3
Sec241X7418Y4562_row_img.tif,0
Sec162X4005Y4041_row_img.tif,1
Sec130X2702Y2982_row_img.tif,2
Sec126X1589Y3160_row_img.tif,3
Sec22X9311Y7382_row_img.tif,0
Sec56X9074Y4713_row_img.tif,1
Sec169X3710Y5824_row_img.tif,2
Sec139X2923Y2476_row_img.tif,3
Sec129X2280Y3404_row_img.tif,0
Sec32X3122Y4726_row_img.tif,1
Sec168X4199Y3624_row_img.tif,2
Sec112X253Y5115_row_img.tif,3
Sec130X1658Y2887_row_img.tif,0
Sec19X1081Y4068_row_img.tif,1
Sec37X1185Y5809_row_img.tif,2
Sec8X5048Y4040_row_img.tif,3
Sec209X3004Y6087_row_img.tif,0
Sec134X1536Y3892_row_img.tif,1
Sec64X8005Y6852_row_img.tif,2
Sec209X4079Y1014_row_img.tif,3
Sec61X10425Y742_row_img.tif,0
Sec137X2601Y3061_row_img.tif,1
Sec163X1865Y2387_row_img.tif,2
Sec142X3416Y4822_row_img.tif,3
Sec258X9347Y3312_row_img.tif,0
Sec141X3624Y5740_row_img.tif,1
Sec32X5625Y7397_row_img.tif,2
